编号,短信内容（法语）,"标签(1=垃圾,0=正常)",类别,备注
FR0773,"Dis ça lentement.? Dieu, je t'aime &amp; J'ai besoin de toi, touche mon cœur avec ton sang.Envoye ça à dix personnes &amp; u c miracle demain, fais-le,pls,pls le font...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0774,Euh si tôt.. Alors ü dîner à l'extérieur deizzit?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0775,Txt: APPEL au n°: 86888 et réclamer votre récompense de 3 heures de conversation à utiliser depuis votre téléphone maintenant! S'abonner6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0776,J'ai remarqué que tu aimes regarder dans le miroir de merde que tu te transformes en un vrai monstre,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0777,Tout ce qui est lor. Juz nous deux lor.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0778,On a divorcé. Lol. Elle est là.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0779,Qu'est-ce que tu fais plus tard?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0780,Il me faut de l'herbe au chocolat et de l'alcool.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0781,"Votre compte a été crédité de 500 messages texte GRATUIT. Pour activer, juste txt le mot: CREDIT au n°: 80488 T&Cs www.80488.biz",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0782,Afficher les couleurs! Euro 2004 2-4-1 Offrez-vous un drapeau d'Angleterre & 3Lions sur votre téléphone! Cliquez sur le message de service suivant pour plus d'informations!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0783,"Je n'en suis pas encore sûr, j'essaie toujours de le joindre.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0784,"Obtenez 3 Lions England ton, répondre lionm 4 mono ou lionp 4 poly. 4 plus go 2 www.ringtones.co.uk, le meilleur n original. Tones 3GBP tarifs d'opérateur de réseau s'appliquent.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0785,"Magasiner jusqu'à u Drop, EST-CE VOUS, soit 10K, 5K, £500 Chèque de voyage en espèces ou £100, Appelez maintenant, 09064011000. NTT PO Box CR01327BT fixe coût 150ppm mobile varient",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0786,Freemsg: appels gratuits illimités d'un mois! Activez SmartCall Txt: Appel au n°: 68866. Subscriptn3gbp/wk appels illimités Aide: 08448714184 Arrêt?txt arrêt simple,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0787,goldviking (29/M) vous invite à être son ami. Réponse OUI-762 ou NO-762 Voir lui: www.SMS.ac/u/goldviking STOP? Envoyer STOP FRND au 62468,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0788,"Il a dit qu'il avait un bon rire quand il a vu u à nouveau! Vous seriez peut-être la première personne2die de NVQ, mais pensez à combien vous pourriez pour!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0789,Merci pour vos souhaits.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0790,"Elle répond, Boye a changé son numéro de téléphone.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0791,Vous voulez rire? Essayez CHIT-CHAT sur votre mobile maintenant! Logon en txting le mot: CHAT et envoyez-le au n°: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0792,Eh bien évidemment pas parce que tous les gens dans ma vie d'université cool sont rentrés à la maison ;_;,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0793,Je pense que vous avez le mauvais numéro.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0794,"Vous pouvez faire un don de 2,50 £ au Fonds asiatique de soutien aux catastrophes du tsunami de l'UNICEF en texto du DON à 864233.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0795,Sur la route si cant txt,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0796,Appelez-le et dites-le maintenant devant eux.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0797,Oi quand tu vas sonner,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0798,"Cher titulaire du bon, Pour réclamer cette offre de semaines, veuillez consulter le site Web de votre PC à l'adresse suivante : http://www.e-tlp.co.uk/reward.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0799,Je cherche toujours une excuse pour être en ville.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0800,Je travaille support technique :)processus de voix.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0801,"Avez-vous eu votre contrat mobile 11 Mnths? Dernier Motorola, Nokia etc. tout GRATUIT! Double Mins & Texte sur les tarifs orange. TEXTE OUI pour rappel, non à supprimer des enregistrements",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0802,"On s'inquiète tous ici, Derek et Taylor ont déjà supposé le pire.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0803,"Aujourd'hui, les numéros Voda se terminant par 5226 sont sélectionnés pour recevoir une récompense?350. Si vous avez une correspondance, veuillez composer le 08712300220 citant le code de réclamation 1131 taux standard app",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0804,S'il vous plaît APPELEZ 08712402578 immédiatement car il y a un message urgent vous attendant,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0805,Appelez l'Allemagne pour seulement 1 pence par minute! Appelez depuis une ligne fixe par le numéro d'accès 0844 861 85 85. Pas de prépaiement. Accès direct! www.telediscount.co.uk,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0806,Gratuit msg: Single? Trouvez un partenaire dans votre région! 1000s de personnes réelles attendent de discuter maintenant!Envoyez CHAT à 62220Cncl envoyer STOPCS 08717890890£1.50 par msg,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0807,"Les hommes ont toujours besoin d'une femme belle, intelligente, bienveillante, aimante, ajustable, coopérative. Mais la loi ne permet qu'une seule femme...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0808,"FRAN J'ai DÉCIDE 2 JE VAIS JE VAIS BROQUER COMPLETEMENT UN KNACKERED JE VAIS BOUT 3 C U 2MRW LOVE JANX P.S C'EST MON DADS FONE, NON CRÉDIT",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0809,Tu viens juste de récupérer ma voiture.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0810,"Bien joué! Votre 4* Costa Del Sol Holiday or £5000 wait collection. Appelez 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0811,FreeMsg: Txt: CALL to No: 86888 & réclamer votre récompense de 3 heures de temps de conversation à utiliser depuis votre téléphone maintenant! S'abonner6GBP/mnth inc 3hrs 16 stop?txtStop,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0812,PRIVÉ! Votre relevé de compte de 2003 pour 07753741225 indique 800 points S. I. M. non revus. Appelez le 08715203677 Code d'identification: 42478 Expire le 24/10/04,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0813,"Cher Matthew s'il vous plaît appelez 09063440451 d'une ligne fixe, votre 4*Lux Tenerife vacances ou £1000 CASH attendre collection. ppm150 SAE T&Cs Box334 SK38XH.",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0814,"Je pense que tantrum est fini, alors oui, je serai là à un moment donné.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0815,A vendre - arsenal fléchette. Bon état mais pas de doubles ou de triples!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0816,Collectez votre week-end de VALENTINE à PARIS inc Flight & Hotel + £200 Prix garanti! Texte: PARIS to No: 69101. www.rtf.sphosting.com,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0817,2/2 146tf150p,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0818,", ow u dey.i payé 60.400thousad.i a dit que vous appelleriez.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0819,"Je n'ai que 3 ans, mais jusqu'à 9 ans!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0820,"Annonce de service à la clientèle. Nous avons récemment essayé de vous faire une livraison, mais n'avons pas été en mesure de le faire, s'il vous plaît appelez 07090298926 pour re-programmer. Ref:9307622",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0821,Tu vas passer l'examen de ccna cette semaine?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0822,FreeMsg: Hey - I'm Buffy. 25 et aimer pour satisfaire les hommes. Accueil seul sentiment randy. Réponse 2 C mon PIX! QlynnBV Help08700621170150p a msg Envoyer arrêt pour arrêter txts,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0823,"Entrée gratuite au gr8prizes wkly comp 4 une chance de gagner le dernier Nokia 8800, PSP ou £250 cash chaque wk.TXT GREAT à 80878 http//www.gr8prizes.com 087157002",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0824,"Attends, tu sais si Wesley est en ville?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0825,"Bears Pic Nick, et Tom, Pete et... Dick. En fait, tous les types d'essayer le chat gay avec le téléchargement de photo appeler 0871873066 (10p/min). 2 arrêts textes téléphone 08712460324",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0826,Fyi Je vais t'appeler sporadiquement en commençant comme &lt;#&gt; bc nous ne faisons pas dans cette merde,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0827,Entrée 1ère semaine gratuite 2 TEXTPOD 4 une chance 2 gagner 40 Go iPod ou £250 cash chaque wk. Txt VPOD à 81303 Ts&Cs www.textpod.net custcare 08712405020.,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0828,Yup i shd haf ard 10 pages si j'ajoute des chiffres... Ü tous ont eu combien de pages?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0829,"J'avais espéré que je n'aurais pas à vous envoyer ce message. Mon loyer est dû et je n'ai pas assez pour lui. Mes réserves sont complètement partis. C'est un prêt que j'ai besoin et j'espérais que vous pourriez lui. Le solde est &lt;#&gt;. Est-il un moyen que je pourrais obtenir de vous, jusqu'à la mi-mars quand j'espère rembourser.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0830,Gratuit téléphones-caméra avec linerental à partir de 4.49/mois avec 750 minutes cross ntwk. 1/2 prix txt forfait offres également avble. Appelez 08001950382 ou call2optout/J MF,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0831,Vous conduisez ou vous entraînez?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0832,SMS SERVICES Pour vos crédits texte inclus pls getto www.comuk.net login 3qxj9 désabonnement avec STOP sans frais supplémentaires aide 08702840625 comuk.220cm2 9AE,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0833,Tu devrais avoir plus de bouillon de poulet si tu veux ramen à moins qu'il y en ait un que je ne connais pas.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0834,Cette douleur n'aurait pas pu venir à un moment pire.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0835,Vos crédits ont été complétés pour http://www.bubbletext.com Votre renouvellement Pin est tgxxrz,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0836,Caméra - Vous êtes récompensé d'un appareil photo numérique SiPix! appeler 09061221066 dem fixe. Livraison sous 28 jours,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0837,MESSAGE IMPORTANT. Il s'agit d'une dernière tentative de contact. Vous avez des messages importants en attente de nos réclamations clients dept. Expires 13/4/04. Appelez 08717507382 MAINTENANT!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0838,"Je suis à l'intérieur du bureau, je remplis toujours des formulaires, je sais quand ils me quittent.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0839,"Text RINGTONE GRATUIT FIRST to 87131 pour un poly ou un text GET to 87131 pour un vrai ton! Aide? 0845 2814032 16 after 1st free, tons are 3x£150pw to e£nd txt stop",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0840,"Comment est-il possible de t'apprendre, et où.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0841,Unni merci cher pour la recharge..Rakhesh,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0842,Alerte e-mailde: Jeri StewartTaille: 2KBSubject: Low-cost prescripiton drvgsPour écouter l'appel e-mail 123,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0843,"Tu as été épuisé dans le train ce matin, trop de vin et de tarte, tu dors bien aussi.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0844,"09066362231 URGENT! Votre mobile No 07xxxxxxx a remporté un prix d'appel bonus de £2,000 le 02/06/03! c'est la 2ème tentative pour vous joindre! appelez 09066362231 dès que possible!",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0845,Je voulais demander à ü d'attendre 4 moi pour terminer le lec. Parce que mon lec finit dans une heure de toute façon.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0846,Great NEW Offer - DOUBLE Mins & DOUBLE Txt sur les meilleurs tarifs orange ET obtenir les derniers téléphones photo 4 GRATUIT! Appelez MobileUpd8 gratuitement sur 08000839402 MAINTENANT! ou 2stoptxt T&Cs,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0847,S'il vous plaît appeler notre représentant du service à la clientèle sur FREEPHONE 0808 145 4742 entre 9h-11h puisque vous avez WON une garantie £1000 cash ou £5000 prix!,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0848,"Vouloir faire monter l'ur fone avec une réponse hebdomadaire nouvelle tonalité TONES2U 2 ce texte. www.ringtones.co.uk, le meilleur n original. Tones 3GBP tarifs d'opérateur de réseau s'appliquent",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0849,"Bon sang, quelle douleur, je ferais mieux d'y aller.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0850,Quand u aimer quelqu'un ne les fait pas aimer u autant que u faire. Mais aime-les tellement qu'ils ne veulent pas être aimés par quelqu'un sauf toi... Gud nit.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0851,"Annonce de service à la clientèle. Nous avons récemment essayé de vous faire une livraison, mais n'avons pas été en mesure de le faire, s'il vous plaît appelez 07099833605 pour re-programmer. Ref:9280114",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0852,Vous voulez explicitement SEX en 30 secondes? Anneau 02073162414 maintenant! Coûts 20p/min Gsex POBOX 2667 WC1N 3XX,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0853,Jus ans me lar. U'll noe plus tard.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0854,SplashMobile: Choisissez parmi 1000 de gr8 tons chaque wk! Il s'agit d'un service de subscrition avec des tons hebdomadaires coûtant 300p. U ont un crédit - coup de pied et ENJOY,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0855,Ou vous demandez à tous s'ils ne peuvent pas s'asseoir à côté. Si tous peuvent le faire alors je vais bien lor.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0856,"SIX chances de gagner CASH! De 100 à 20 000 livres txt> CSH11 et envoyer à 87575. Coût 150p/jour, 6jours, 16+ TsandCs appliquer Répondre HL 4 info",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0857,"URGENT! Votre Mobile No. a reçu £2000 Bonus Caller Prize le 5/9/03 C'est notre dernière tentative de contacter U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0858,Wat rend certaines personnes plus chères n'est pas seulement de bonheur dat u feel quand vous les rencontrez mais de douleur u feel quand vous manquez de dem!!!,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0859,"Génial, tu penses qu'on peut avoir un 8ème à l'heure ce soir?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0860,"Merci pour votre commande Ringtone, Référence T91. Vous serez facturé 4 GBP par semaine. Vous pouvez vous désinscrire à tout moment en appelant le service client au 09057039994",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0861,Désolé da quegam. C'est mon erreur.,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0862,"C'est bon, je t'en parlerai plus tard.",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0863,"Je l'ai vu, alors je devrais le choisir vendredi?",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0864,"Eh bien, je suis officiellement dans un trou philosophique, donc si tu veux m'appeler à la maison prêt à être sauvé!",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0865,Peux-tu faire une mag en rencontrant cet avo à un moment ou à un autre?,0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0866,"Chance finale! Réclamez une valeur de £150 de bons de réduction aujourd'hui! Texte OUI à 85023 maintenant! SavaMob, membre offre mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0867,Salut if ur lookin 4 saucy daytime fun wiv busty femme mariée Am gratuit toute la semaine prochaine Chat maintenant 2 temps de tri 09099726429 JANINExx Appels£1/minMobsmoreLKPOBOX177HP51FL,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0868,"Les gays affamés se sentent affamés et en hausse de 4, maintenant. Appelez 08718730555 juste 10p/min. Pour arrêter les messages appelez 08712460324 (10p/min)",1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0869,"Dunno lei, je suis la mère paresseuse pour sortir, je ne lui demande pas encore...",0,normal,SpamShield 真实数据（CC-BY-4.0）
FR0870,L'alerte d'appel manquée. Ces numéros ont appelé mais n'ont laissé aucun message. 07008009200,1,spam,SpamShield 真实数据（CC-BY-4.0）
FR0871,Nous avons essayé de vous contacter re notre offre de New Video Phone 750 à tout moment any network mins HALF PRIX Caméscope de location au 08000930705 ou réponse à la livraison mer,1,spam,SpamShield 真实数据（CC-BY-4.0）
