编号,原文（法语）,类型,伪装对象,诈骗手法,判定依据,是否钓鱼,来源,备注
示例213,"De: La Poste - Avis de passage <avis@laposte-avis.fr>
Objet: Avis de passage - Colis non distribué le 16/03/2026

Bonjour,

Le facteur s'est présenté à votre domicile le 16/03/2026 à 10h42, mais n'a pas pu vous remettre votre colis (personne présente).

Reprogrammez votre livraison gratuitement :
[Reprogrammer ma livraison]

Votre colis sera conservé 15 jours en bureau de poste.",邮件,La Poste,冒充邮递员派送通知，诱导点击假网站重约配送窃取个人信息,域名laposte-avis.fr非官方；真实派送通知单是纸质投递到信箱；无有效追踪号,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例214,"De: Microsoft 365 <alertes@microsoft365-alert.com>
Objet: Action requise : votre mot de passe Office 365 expire dans 24h

Bonjour,

Votre mot de passe Microsoft 365 expire le 18/03/2026. Pour éviter toute interruption de service, renouvelez-le dès maintenant :
[Renouveler mon mot de passe]

Si vous ne renouvelez pas votre mot de passe, vous perdrez l'accès à Outlook, Teams et OneDrive.

Microsoft Corporation",邮件,Microsoft 365/Office,冒充微软通知密码过期，诱导在假页面输入旧密码和新密码,域名microsoft365-alert.com非官方；Office 365密码通常不自动过期；威胁失去所有工作工具,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例215,"De: iCloud <stockage@icloud-storage.com>
Objet: Votre stockage iCloud est plein (99,8%) - Vos photos seront supprimées

Bonjour,

Votre espace iCloud a atteint 99,8 % de sa capacité. Si aucune action n'est prise, la synchronisation sera arrêtée et vos photos récentes seront définitivement supprimées.

Profitez de notre offre exceptionnelle : 50 Go supplémentaires pour seulement 0,99 EUR/mois :
[Augmenter mon stockage]",邮件,Apple iCloud,冒充iCloud通知存储空间满，威胁删除照片，诱导付款或输入银行卡,域名icloud-storage.com非官方（官方apple.com）；Apple不会无预警删除照片；以优惠为诱饵,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例216,"De: Domain Registry Services <renouvellement@domain-registry-services.fr>
Objet: URGENT : Votre domaine mon-entreprise.fr expire dans 3 jours

Attention : Le nom de domaine mon-entreprise.fr expire le 20/03/2026.

Si le renouvellement n'est pas effectué, votre domaine sera mis aux enchères et pourra être acquis par un tiers.
[Renouveler mon domaine maintenant - 89,99 EUR/an]",邮件,域名注册商,谎称域名即将到期拍卖，以远超市场价续费诱导付费,"发件方非用户注册商；.fr域名年约7-12欧元，此处89,99欧元为高价；威胁拍卖制造恐慌",是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例217,"De: Norton Security <alerte@norton-protection-alert.com>
Objet: ALERTE CRITIQUE : 3 virus détectés sur votre appareil

ATTENTION ! Votre protection Norton a expiré le 01/03/2026.

Notre dernière analyse a détecté 3 menaces critiques sur votre appareil :
- Trojan.GenericKD.47839212
- Spyware.Banker.Gen
- Adware.BrowserModifier

Renouvelez immédiatement votre protection pour supprimer ces menaces :
[Renouveler Norton - Offre -70% : 29,99 EUR/an]",邮件,Norton antivirus,谎称检测到病毒，以安全警报诱导支付虚假订阅,域名norton-protection-alert.com非官方；杀毒软件不会通过邮件报告病毒；警报中夹带70%折扣促销,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例218,"De: Orange <recouvrement@orange-mobile.net>
Objet: Facture impayée - Suspension de ligne imminente

Bonjour,

Votre facture Orange de février 2026 (47,99 EUR) reste impayée. Sans régularisation sous 72 heures, votre ligne mobile sera suspendue.
[Régler ma facture]

Orange - Service Recouvrement",邮件,Orange,冒充Orange催缴欠费，威胁停机诱导支付,域名orange-mobile.net非官方（官方orange.fr）；Orange停机前会先邮寄催款单；72小时时限制造紧迫,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例219,"De: Service Crit'Air <commande@service-critair.fr>
Objet: Commandez votre vignette Crit'Air obligatoire - ZFE 2026

Bonjour,

Suite à l'extension des Zones à Faibles Émissions (ZFE) au 1er mars 2026, votre véhicule nécessite une vignette Crit'Air pour circuler.

Sans cette vignette, vous risquez une amende de 68 à 135 EUR.
[Commander ma vignette Crit'Air - 29,90 EUR]",邮件,Crit'Air/认证环保标签,"冒充Crit'Air标签订购，以8倍价格收费（官方3,72欧元）","官方网站certificat-air.gouv.fr且标签仅3,72欧元；此处29,90欧元为8倍溢价；以法规和罚款施压",是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例220,"De: Enedis - Compteur Linky <intervention@enedis-linky.com>
Objet: Mise à jour obligatoire de votre compteur Linky - Intervention programmée

Bonjour,

Une mise à jour logicielle de votre compteur Linky est nécessaire. Pour programmer l'intervention d'un technicien, veuillez confirmer vos coordonnées et votre disponibilité :
[Programmer mon intervention]

Sans confirmation, votre compteur pourrait ne plus transmettre vos relevés.",邮件,Enedis/Linky电表,冒充Enedis谎称Linky电表需远程升级，骗取个人信息,域名enedis-linky.com非官方（官方enedis.fr）；Linky升级为远程自动进行；Enedis不会通过邮件确认上门,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源
示例221,"De: Me Jean-Pierre Dumont, Notaire <etude.dumont@notaire-paris.fr>
Objet: Succession Mme Hélène Moreau - Vous êtes bénéficiaire

Madame, Monsieur,

Je suis Maître Jean-Pierre Dumont, notaire à Paris. Suite au décès de Mme Hélène Moreau le 14/01/2026, survenu sans descendance directe, mes recherches ont établi que vous figurez parmi les bénéficiaires de sa succession, estimée à 847 000 EUR.

Je vous prie de bien vouloir me contacter rapidement afin de procéder aux formalités de transfert. Des frais de dossier de 1 850 EUR seront nécessaires pour initier la procédure.

Dans l'attente de votre retour, veuillez agréer mes salutations distinguées.",邮件,巴黎公证处/Notaire,冒充公证员谎称继承陌生人巨额遗产，先收手续费再逐步勒索,不认识死者；真正公证员会用挂号信联系；要求先付1850欧元手续费解锁遗产；邮箱地址可疑,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源；419遗产诈骗
示例222,"De: Elena Vasquez <elena.vasquez.medecin@gmail.com>
Objet: J'espère que ce message ne vous dérangera pas

Bonjour,

Je m'appelle Elena, j'ai 34 ans et je vis en Espagne. J'ai trouvé votre profil sur un annuaire professionnel et j'ai été touchée par votre parcours. J'aimerais beaucoup échanger avec vous si vous êtes ouvert(e) à de nouvelles rencontres amicales.

Je suis médecin humanitaire et je traverse une période difficile...",邮件,Elena Vasquez（虚构陌生人）,Romance scam：以漂亮陌生人主动搭讪建立情感关系后索要钱财,陌生人主动搭讪；感人故事；使用Gmail免费邮箱；建立关系后将索要机票/医疗费用,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源；romance scam
示例223,"De: Euro Millions Officiel <gain@euromillions-officiel.eu>
Objet: FÉLICITATIONS ! Vous avez gagné 750 000,00 EUR - Tirage du 14/03/2026

FÉLICITATIONS !

Votre adresse email a été sélectionnée lors de notre tirage spécial et vous remportez la somme de 750 000,00 EUR !

Pour réclamer votre gain, envoyez-nous les informations suivantes :
- Nom complet
- Adresse postale
- Copie de pièce d'identité
- Coordonnées bancaires (IBAN)

Frais de transfert : 150,00 EUR (remboursés à la réception de vos gains)

Agent de réclamation : M. Robert Williams",邮件,Euro Millions彩票,谎称中彩票大奖，要求提供个人信息和手续费,从未参与抽奖；不可能通过邮件中奖；要求先付150欧元转账费；要求身份证和银行信息,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源；advance-fee lottery scam
示例224,"De: Thomas Lefèvre - DSI <t.lefevre@it-services-pro.com>
Objet: RE: Migration serveurs - Accès VPN temporaire

Salut Jean-Marc,

Suite à notre réunion de mardi sur la migration des serveurs, j'ai besoin de tes identifiants de connexion au VPN pour effectuer les tests de charge ce weekend.

Peux-tu me les envoyer en retour ? On est un peu dans le rush avec le planning de migration qu'on a validé avec Stéphanie.

Merci, Thomas

Thomas Lefèvre | Directeur des Systèmes d'Information
IT Services Pro | 01 45 XX XX XX",邮件,公司DSI Thomas Lefèvre,鱼叉式钓鱼：冒充同事索要VPN账号密码，语气随意降低戒心,引用真实会议和项目名称增加可信度；通过邮件索要敏感账号；真正IT部门不会通过邮件索要密码,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/exemples-emails-frauduleux-france,B级第三方来源；spear phishing
示例225,"Cher client,

Suite a un probleme technique avec notre systeme de paiement,
votre reservation risque d'etre annulee. Pour confirmer
votre reservation, veuillez mettre a jour vos informations
de paiement via le lien suivant dans les 24 heures.

[lien frauduleux]

Cordialement,
Hotel [nom reel de l'hotel]",邮件,Booking.com酒店,通过被黑的酒店Booking账号发消息，谎称支付系统故障需更新银行卡,来自真实酒店账号但要求重新输入支付信息；24小时时限；Booking从不要求通过链接重新输入银行卡,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/arnaque-booking-faux-hotel,B级第三方来源
示例226,"De: confirmation@booking-reservation-payment.com
Objet: Confirmation de reservation #8834291

Votre reservation a ete confirmee. Telechargez
votre bon de confirmation :
[piece jointe malveillante]",邮件,Booking.com,冒充Booking确认预订，附带恶意附件,发件域名非booking.com；要求下载附件；预订号不认识,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/arnaque-booking-faux-hotel,B级第三方来源
示例227,"Booking: Probleme avec votre reservation du 15/03.
Confirmez vos coordonnees bancaires pour eviter
l'annulation : booking-verify.com/confirm",短信,Booking.com,冒充Booking发短信要求确认银行卡信息避免取消预订,Booking从不通过短信要求确认银行卡；链接指向非官方域名,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/arnaque-booking-faux-hotel,B级第三方来源；smishing
示例228,"Vinted: Votre article a ete vendu! Confirmez
l'envoi pour recevoir votre paiement:
vinted-confirmation-envoi.com",短信,Vinted,冒充Vinted通知商品已售出，诱导点击外部链接确认,链接指向vinted-confirmation-envoi.com而非vinted.fr；Vinted交易在应用内完成,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/arnaques-vinted-vendeurs-acheteurs,B级第三方来源；smishing
示例229,"De: payment@vinted-service-paiement.com
Objet: Action requise - Confirmez votre vente

Votre acheteur a paye 89EUR. Pour recevoir
votre argent, confirmez vos informations
bancaires sur notre plateforme securisee.",邮件,Vinted,冒充Vinted通知买家已付款89欧元，诱导确认银行信息,发件域名vinted-service-paiement.com非官方；Vinted不通过外部邮件要求确认银行信息,是,mailarnaque.fr - https://www.mailarnaque.fr/blog/arnaques-vinted-vendeurs-acheteurs,B级第三方来源
示例230,"Objet: FÉLICITATIONS ! Vous avez gagné 850 000 € !

Cher gagnant,

Nous avons le plaisir de vous informer que votre adresse
email a été sélectionnée lors de notre tirage annuel.

Vous avez gagné la somme de 850 000,00 EUR.

Pour réclamer votre prix, veuillez contacter notre agent :
Mr. John Smith
Email: claims@euro-lottery-int.com

Cordialement,
Direction de la Loterie Européenne",邮件,欧洲彩票/Direction de la Loterie Européenne,谎称中85万欧元彩票，要求联系agent领取，后续索要手续费,从未参与抽奖；使用Gmail类免费邮箱联系；要求联系agent后将索要手续费,是,mailarnaque.fr - https://www.mailarnaque.fr/scam/fausse-loterie,B级第三方来源；变体：与Euro Millions样本金额不同
示例231,"DOUANE FR: Votre colis N°LP-847293 est retenu
pour frais de douane de 2.99EUR. Payez pour
recevoir votre livraison: douane-colis-fr.com",短信,法国海关/La Poste,冒充海关谎称包裹被扣需付2.99欧元关税，实际窃取银行卡信息,海关从不通过短信要求付税；链接douane-colis-fr.com非官方；小额支付为诱饵,是,mailarnaque.fr - https://www.mailarnaque.fr/scam/arnaque-douane,B级第三方来源；smishing
示例232,"La Poste: Votre colis international necessite
le paiement de taxes douanieres (1.95EUR).
Completez ici: laposte-douane.fr/paiement",短信,La Poste,冒充La Poste称国际包裹需付关税1.95欧元,La Poste从不通过短信发送支付链接；laposte-douane.fr非官方域名,是,mailarnaque.fr - https://www.mailarnaque.fr/scam/arnaque-douane,B级第三方来源；smishing
示例233,"DHL Express: Votre envoi est en attente de
dedouanement. Frais: 4.50EUR. Reglez maintenant:
dhl-customs-fr.com/pay",短信,DHL Express,冒充DHL称包裹待清关需付4.50欧元,DHL关税在送货时或通过官方账单收取，从不短信链接支付；dhl-customs-fr.com非官方,是,mailarnaque.fr - https://www.mailarnaque.fr/scam/arnaque-douane,B级第三方来源；smishing
示例234,"De: security@netflix-support.com
Objet: URGENT : Votre compte Netflix va être SUSPENDU

Cher(e) client(e),

Nous avons detecté une activité suspecte sur votre compte Netflix. Votre compte sera SUSPENDU dans les 24 HEURES si vous ne vérifiez pas vos informations.

Cliquez immédiatement sur le lien ci-dessous pour confirmer votre identité :
http://netflix-verification-compte.com/securite

Si vous ne confirmez pas dans les 24h, votre compte sera définitivement supprimé et vous perdrez tout votre historique.

Le service sécurité Netflix",邮件,Netflix,冒充Netflix安全部门称账户将被暂停，诱导点击HTTP（非HTTPS）假网站,发件域netflix-support.com非官方；detecté缺重音符；链接为HTTP非HTTPS；通用称呼Cher(e) client(e),是,mailarnaque.fr - https://mailarnaque.fr/outils/comparateur-email,B级第三方来源
